Date/Time,Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly) 
 06/20  15:00:00,1333290.87955872,1197395.0195587199,135895.86,8142084.744574641,0.0,0.0 
 06/20  16:00:00,1333290.87955872,1197395.0195587199,135895.86,7508173.020133302,0.0,0.0 
 06/20  17:00:00,1390330.508754312,1254434.648754312,135895.86,6541952.877719243,0.0,0.0 
 06/20  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,4756350.904565329,0.0,0.0 
 06/20  19:00:00,1519221.814404408,1368511.738404408,150710.07599999998,3671127.817875631,0.0,0.0 
 06/20  20:00:00,1576261.4436000004,1425551.3676,150710.07599999998,2869637.3639136736,0.0,0.0 
 06/20  21:00:00,1700793.0792690688,1425551.3676,275241.71166906887,2019726.7302372433,0.0,0.0 
 06/20  22:00:00,2415969.853191397,1368511.738404408,1047458.1147869898,642282.1072932599,0.0,0.0 
 06/20  23:00:00,1526226.368754312,1254434.648754312,271791.72,690152.0090728263,0.0,0.0 
 06/20  24:00:00,1197395.0195587199,1197395.0195587199,0.0,1559097.1631225143,0.0,0.0 
 06/21  01:00:00,1197395.0195587199,1197395.0195587199,0.0,1218200.3397842332,0.0,0.0 
 06/21  02:00:00,1197395.0195587199,1197395.0195587199,0.0,940877.6443464212,0.0,0.0 
 06/21  03:00:00,1197395.0195587199,1197395.0195587199,0.0,714796.9575012705,0.0,0.0 
 06/21  04:00:00,1197395.0195587199,1197395.0195587199,0.0,795555.1811078744,0.0,0.0 
 06/21  05:00:00,1197395.0195587199,1197395.0195587199,0.0,1799540.6111456254,0.0,0.0 
 06/21  06:00:00,1342047.15955872,1197395.0195587199,144652.13999999999,3563954.1395374715,0.0,0.0 
 06/21  07:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,5634485.599591661,0.0,0.0 
 06/21  08:00:00,1600493.1876,1425551.3676,174941.81999999999,5563431.226302319,0.0,0.0 
 06/21  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,6133863.2649382059,0.0,0.0 
 06/21  10:00:00,1333290.87955872,1197395.0195587199,135895.86,7516545.410091814,0.0,0.0 
 06/21  11:00:00,1333290.87955872,1197395.0195587199,135895.86,8114938.192072683,0.0,0.0 
 06/21  12:00:00,1333290.87955872,1197395.0195587199,135895.86,8283962.291680625,0.0,0.0 
 06/21  13:00:00,1333290.87955872,1197395.0195587199,135895.86,9129576.063515334,0.0,0.0 
 06/21  14:00:00,1333290.87955872,1197395.0195587199,135895.86,9966443.033530673,0.0,0.0 
 06/21  15:00:00,1333290.87955872,1197395.0195587199,135895.86,10522633.34338753,0.0,0.0 
 06/21  16:00:00,1333290.87955872,1197395.0195587199,135895.86,10006139.172055874,0.0,0.0 
 06/21  17:00:00,1390330.508754312,1254434.648754312,135895.86,8786648.01159944,0.0,0.0 
 06/21  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,5493644.719318216,0.0,0.0 
 06/21  19:00:00,1519221.814404408,1368511.738404408,150710.07599999998,2766843.0481117458,0.0,0.0 
 06/21  20:00:00,1576261.4436000004,1425551.3676,150710.07599999998,1795542.186555602,0.0,0.0 
 06/21  21:00:00,1708811.3556898109,1425551.3676,283259.9880898106,1543342.697742563,0.0,0.0 
 06/21  22:00:00,2417654.823028743,1368511.738404408,1049143.0846243352,1501081.5827194867,0.0,0.0 
 06/21  23:00:00,1526226.368754312,1254434.648754312,271791.72,2478713.4949219867,0.0,0.0 
 06/21  24:00:00,1197395.0195587199,1197395.0195587199,0.0,1630350.1853075713,0.0,0.0 
 06/22  01:00:00,1197395.0195587199,1197395.0195587199,0.0,1267527.401416024,0.0,0.0 
 06/22  02:00:00,1197395.0195587199,1197395.0195587199,0.0,1021301.678432259,0.0,0.0 
 06/22  03:00:00,1197395.0195587199,1197395.0195587199,0.0,825534.1856406982,0.0,0.0 
 06/22  04:00:00,1197395.0195587199,1197395.0195587199,0.0,654652.4777233701,0.0,0.0 
 06/22  05:00:00,1197395.0195587199,1197395.0195587199,0.0,526140.9582995389,0.0,0.0 
 06/22  06:00:00,1380938.9030722166,1197395.0195587199,183543.88351349659,536880.2310251624,0.0,0.0 
 06/22  07:00:00,1836869.1144329673,1311474.2779499039,525394.8364830633,618596.9232171564,0.0,0.0 
 06/22  08:00:00,1607922.472097898,1425551.3676,182371.10449789794,522222.4136991953,0.0,0.0 
 06/22  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,475759.88856178816,0.0,0.0 
 06/22  10:00:00,1333290.87955872,1197395.0195587199,135895.86,137872.7508989551,0.0,0.0 
 06/22  11:00:00,1333290.87955872,1197395.0195587199,135895.86,1271048.758155941,0.0,0.0 
 06/22  12:00:00,1333290.87955872,1197395.0195587199,135895.86,2229462.391328594,0.0,0.0 
 06/22  13:00:00,1333290.87955872,1197395.0195587199,135895.86,2754189.349927561,0.0,0.0 
 06/22  14:00:00,1333290.87955872,1197395.0195587199,135895.86,2744930.0239917885,0.0,0.0 
 06/22  15:00:00,1333290.87955872,1197395.0195587199,135895.86,1947724.9216118593,0.0,0.0 
 06/22  16:00:00,1333290.87955872,1197395.0195587199,135895.86,1690827.8758771127,0.0,0.0 
 06/22  17:00:00,1390330.508754312,1254434.648754312,135895.86,932491.7481119069,0.0,0.0 
 06/22  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,350441.463219129,0.0,0.0 
 06/22  19:00:00,2161612.6376882677,1368511.738404408,793100.8992838594,238160.49083589985,0.0,0.0 
 06/22  20:00:00,2217835.284647041,1425551.3676,792283.9170470408,165179.65962270753,0.0,0.0 
 06/22  21:00:00,2725386.1266617996,1425551.3676,1299834.7590617995,85163.83993616842,0.0,0.0 
 06/22  22:00:00,2507786.822860547,1368511.738404408,1139275.0844561393,0.0,0.0,0.0 
 06/22  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,0.0,0.0 
 06/22  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/23  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/23  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/23  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/23  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/23  05:00:00,1197395.0195587199,1197395.0195587199,0.0,157219.36037861193,0.0,0.0 
 06/23  06:00:00,1342047.15955872,1197395.0195587199,144652.13999999999,721248.6765826041,0.0,0.0 
 06/23  07:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,510609.154782969,0.0,0.0 
 06/23  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,0.0,0.0 
 06/23  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,63572.02515403299,0.0,0.0 
 06/23  10:00:00,1333290.87955872,1197395.0195587199,135895.86,46455.610228036065,0.0,0.0 
 06/23  11:00:00,1333290.87955872,1197395.0195587199,135895.86,27271.36994097382,0.0,0.0 
 06/23  12:00:00,1333290.87955872,1197395.0195587199,135895.86,6876.099335219284,0.0,0.0 
 06/23  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 06/23  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 06/23  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 06/23  16:00:00,1426942.2850454392,1197395.0195587199,229547.26548671945,0.0,0.0,0.0 
 06/23  17:00:00,1768477.2896380088,1254434.648754312,514042.6408836967,130679.05219955239,0.0,0.0 
 06/23  18:00:00,1607007.523315032,1311474.2779499039,295533.2453651279,148197.32279605096,0.0,0.0 
 06/23  19:00:00,1519221.814404408,1368511.738404408,150710.07599999998,189432.11151737485,0.0,0.0 
 06/23  20:00:00,1576261.4436000004,1425551.3676,150710.07599999998,219320.5924905322,0.0,0.0 
 06/23  21:00:00,1865598.2915352912,1425551.3676,440046.92393529109,317035.8890790493,0.0,0.0 
 06/23  22:00:00,2444989.072252763,1368511.738404408,1076477.333848355,553221.8435891023,0.0,0.0 
 06/23  23:00:00,1526226.368754312,1254434.648754312,271791.72,114507.11969367089,0.0,0.0 
 06/23  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/24  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/24  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/24  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/24  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/24  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/24  06:00:00,1222631.8133243565,1197395.0195587199,25236.79376563666,0.0,0.0,0.0 
 06/24  07:00:00,1859374.4101074148,1311474.2779499039,547900.1321575107,0.0,0.0,0.0 
 06/24  08:00:00,1687454.191671182,1425551.3676,261902.82407118209,0.0,0.0,0.0 
 06/24  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,154034.50729307693,0.0,0.0 
 06/24  10:00:00,1333290.87955872,1197395.0195587199,135895.86,1298856.3047784975,0.0,0.0 
 06/24  11:00:00,1333290.87955872,1197395.0195587199,135895.86,1106755.5837927079,0.0,0.0 
 06/24  12:00:00,1333290.87955872,1197395.0195587199,135895.86,860548.1137039497,0.0,0.0 
 06/24  13:00:00,1333290.87955872,1197395.0195587199,135895.86,2945329.2660373479,0.0,0.0 
 06/24  14:00:00,1333290.87955872,1197395.0195587199,135895.86,4179481.0618918917,0.0,0.0 
 06/24  15:00:00,1333290.87955872,1197395.0195587199,135895.86,4456111.375621641,0.0,0.0 
 06/24  16:00:00,1333290.87955872,1197395.0195587199,135895.86,4227345.897785504,0.0,0.0 
 06/24  17:00:00,1390330.508754312,1254434.648754312,135895.86,4461924.281202021,0.0,0.0 
 06/24  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,3612986.1000293989,0.0,0.0 
 06/24  19:00:00,1519221.814404408,1368511.738404408,150710.07599999998,1866929.5052616716,0.0,0.0 
 06/24  20:00:00,1576261.4436000004,1425551.3676,150710.07599999998,1007120.3493628032,0.0,0.0 
 06/24  21:00:00,1698080.4831849929,1425551.3676,272529.11558499306,869059.3351987326,0.0,0.0 
 06/24  22:00:00,2415481.380229883,1368511.738404408,1046969.6418254753,70869.13356069506,0.0,0.0 
 06/24  23:00:00,1526226.368754312,1254434.648754312,271791.72,7982.545555918127,0.0,0.0 
 06/24  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 06/25  01:00:00,1197395.0195587199,1197395.0195587199,0.0,244410.2877515502,0.0,0.0 
 06/25  02:00:00,1197395.0195587199,1197395.0195587199,0.0,221372.3121532076,0.0,0.0 
 06/25  03:00:00,1197395.0195587199,1197395.0195587199,0.0,90553.69923101619,0.0,0.0 
 06/25  04:00:00,1197395.0195587199,1197395.0195587199,0.0,134745.67361898576,0.0,0.0 
 06/25  05:00:00,1197395.0195587199,1197395.0195587199,0.0,510305.1734069905,0.0,0.0 
 06/25  06:00:00,1206151.2995587199,1197395.0195587199,8756.28,1514815.4313486056,0.0,0.0 
 06/25  07:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,3648822.9006752048,0.0,0.0 
 06/25  08:00:00,1600493.1876,1425551.3676,174941.81999999999,5005739.201511038,0.0,0.0 
 06/25  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,6503160.474005955,0.0,0.0 
 06/25  10:00:00,1333290.87955872,1197395.0195587199,135895.86,5959861.306096634,0.0,0.0 
 06/25  11:00:00,1333290.87955872,1197395.0195587199,135895.86,4847671.032128973,0.0,0.0 
 06/25  12:00:00,1333290.87955872,1197395.0195587199,135895.86,4084388.4869629696,0.0,0.0 
 06/25  13:00:00,1333290.87955872,1197395.0195587199,135895.86,4216848.410830839,0.0,0.0 
 06/25  14:00:00,1333290.87955872,1197395.0195587199,135895.86,4866756.751320475,0.0,0.0 
 06/25  15:00:00,1333290.87955872,1197395.0195587199,135895.86,4900517.280225681,0.0,0.0 
 06/25  16:00:00,1333290.87955872,1197395.0195587199,135895.86,4700850.935922605,0.0,0.0 
 06/25  17:00:00,1452410.7978067988,1254434.648754312,197976.1490524866,3089039.692252416,0.0,0.0 
 06/25  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,1338382.9514592696,0.0,0.0 
 06/25  19:00:00,1519221.814404408,1368511.738404408,150710.07599999998,1301140.2466392816,0.0,0.0 
 06/25  20:00:00,1576261.4436000004,1425551.3676,150710.07599999998,1192159.257762124,0.0,0.0 
 06/25  21:00:00,1799235.2335685946,1425551.3676,373683.86596859458,960746.1568015841,0.0,0.0 
